val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.012368337514697026,65.65683733085841,0.02273730778108938,18649.80083947837
0.01165010749822293,59.565737863924014,0.010116832838429667,12127.080972230393
0.00957516722020603,31.90893978753102,0.009195634592258747,9749.30696114535
0.008907818991145485,22.847824404316565,0.008032648212080735,9969.152042691638
0.006337461975765953,22.411410476078764,0.006840490716464349,9578.048205195759
0.004610057274300245,25.035052964468452,0.005779645127676654,13305.160819573439
0.004297592446078586,25.417258435384216,0.005189775742526139,5393.737101190682
0.004060803691881984,31.54257354547013,0.004867205228999886,249.33880832276634
0.005841571449419996,23.713655415007256,0.004503853364321243,3798.0654529335143
0.003637523316401554,18.287699687569667,0.004462404766020541,7748.9611180171205
0.003520043138715048,20.235121043089304,0.004346820448448177,11478.556044528805
0.003725076938930797,36.920730448834064,0.00410333587646198,2320.599588014142
0.00367940020014904,18.25662082833037,0.004131624572466562,3866.9363269135133
0.003307090764264426,16.620292344105156,0.004008966220500417,5322.601269357796
0.003126292171132365,21.56392108358757,0.003838155684248246,8084.580512909846
0.003088487909584498,18.58900326238968,0.0038179561092702976,8411.804231980312
0.003150645279494246,20.058500767937367,0.003752569243609457,4564.416733883022
0.0030567592856874017,23.303543384258564,0.0036752126361054094,7043.416721821517
0.003039529723307076,16.530237531543666,0.003584054067938135,8605.573873086261
0.003309524813366513,16.165550248498658,0.0035929117550356766,1626.2857609513321
0.003017462249244413,17.694790511214112,0.0035648845844306826,5595.558913924988
0.0029776308121663465,19.276541442492462,0.0034161332067455777,2603.5854128594337
0.0028979374672385583,20.534291369151834,0.003415740312659471,5773.633235128086
0.0029409400553722168,18.300320376829237,0.0033908897372475753,1881.101391035866
0.002904504067299162,17.52689806935805,0.003391643428213379,1783.3803615482793
0.003144148280774763,16.46317439872041,0.0033313340104674143,7711.049932559653
0.003346321442240743,18.012532397476082,0.0033141093733803887,4006.866267245803
0.0030814113705499887,29.068464638873305,0.0033145641073645924,8871.387443504329
0.0033780006996862056,16.645832213219578,0.003263838943809949,7498.432170666438
0.002870884023158448,21.610351775479376,0.003287295320469792,6183.530719398876
